file_name,year,char_id,char_name,mention_count,is_detective,is_main_character,is_main_detective,degree,pagerank,betweenness,closeness
1878_Boisgobey-Fortune-du_Le-crime-de-l-Opera_1,1878,5,nointel,1169.0,True,False,True,363,0.07640035116753989,0.0,0.9
1878_Boisgobey-Fortune-du_Le-crime-de-l-Opera_2,1878,0,nointel,4459.0,True,True,True,1079,0.17407936860232395,0.0,1.0
1878_Bouvier-Alexis_La-Grande-Iza,1878,6,boyer,1210.0,True,False,True,131,0.03756842342411512,0.38888888888888884,0.8181818181818182
1878_Chavette-Eugene_La-Recherche-d-un-pourquoi,1878,2,gaudru,1611.0,True,False,True,339,0.08497579871666675,0.0,1.0
1878_Cornely-Jules_L-Oeil-du-diable,1878,1,nicou,2013.0,True,False,True,487,0.12387227036113008,0.0,1.0
1879_Chavette-Eugene_Nous-marions-Virginie,1879,1,m. o,793.0,True,False,True,24,0.09236014332546286,0.2222222222222222,0.5
1879_Lavigne-Ernest_Le-Roman-d-une-nihiliste,1879,5,ribowski,918.0,True,False,True,342,0.08815653231643648,0.0,1.0
1880_Denoy-Emmanuel_Mademoiselle-Clarens,1880,2,tiziano,1479.0,True,False,True,448,0.16232911254498206,0.0,0.9
1880_Vernier-Paul_La-Chasse-aux-nihilistes,1880,0,albert,1094.0,True,True,True,156,0.14159282690206487,0.0,0.9
1881_Berthet-Elie_Le-Charlatan,1881,5,jobson,838.0,True,False,True,187,0.08131841668636576,0.125,1.0
1881_Feval-Paul_Roger-Bontemps,1881,0,roger,2536.0,True,True,True,615,0.23963068119434644,0.0,1.0
1881_O-Monroy-Richard_Feux-de-paille,1881,1,tournecourt,731.0,True,False,True,65,0.1168318116563645,0.0,0.6
1881_Richebourg-Emile_Le-fils,1881,5,morlot,2379.0,True,False,True,480,0.09903704487536359,0.0,1.0
1881_Sauniere-Paul_La-Succession-Marignan,1881,4,bodzogian,607.0,True,False,True,364,0.09850292490882095,0.0,0.9
1881_Verne-Jules-_La-Jangada-huit-cent-lieues-sur-l-Amazone,1881,5,le juge jarriquez,757.0,True,False,True,280,0.08339463940615213,0.0,1.0
1882_Sauniere-Paul_Le-Capitaine-Marius,1882,5,jacquier,1338.0,True,False,True,398,0.08526618196499737,0.0,1.0
1882_Ulbach-Louis_La-confession-d-un-abbe,1882,3,m. barbier,1108.0,True,False,True,297,0.13140626467466152,0.2222222222222222,0.8181818181818182
1882_Zaccone-Pierre_La-Recluse,1882,8,palmer,564.0,True,False,True,143,0.04733767520588168,0.16666666666666666,0.8181818181818182
1883_Bouvier-Alexis_Le-Bel-Alphonse,1883,8,me lehideux,570.0,True,False,True,191,0.05308671709369442,0.19444444444444442,1.0
1883_Pont-Jest-Rene-de_La-Femme-de-cire,1883,3,m. davis,675.0,True,False,True,324,0.1281350962769475,0.0,1.0
1884_Chavette-Eugene_Le-saucisson-a-pattes_I-Fil-a-beurre,1884,1,vasseur,1202.0,True,False,True,292,0.13334886606921412,0.0,1.0
1884_Chavette-Eugene_Le-saucisson-a-pattes_II-Le-plan-de-Cardeuc,1884,4,meuzelin,737.0,True,False,True,161,0.08070236247139397,0.19444444444444442,1.0
1884_Laurie-Andre_L-Heritier-de-Robinson,1884,0,m. gloaguen,1287.0,True,True,True,406,0.1812992496484419,0.0,1.0
1885_Boisgobey-Fortune-du_La-voilette-bleue,1885,2,mériadec,1788.0,True,False,True,587,0.13880931748419548,0.0,1.0
1885_Lermina-Jules_Histoires-incroyables,1885,2,maurice,1222.0,True,False,True,191,0.18076472702389687,0.3611111111111111,0.6049382716049383
1885_Verne-Jules_Mathias-Sandorf,1885,3,pointe pescade,1287.0,True,False,True,691,0.13775886013009936,0.0,1.0
1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-II,1886,0,roger,10548.0,True,True,True,554,0.19305380881381312,0.06944444444444445,1.0
1888_Malot-Hector_Conscience,1888,0,saniel,4356.0,True,True,True,972,0.25571725223058317,0.0,1.0
1889_Boisgobey-Fortune-du_Double-Blanc,1889,0,hervé,4184.0,True,True,True,934,0.23647993780096618,0.0,1.0
1889_Boisgobey-Fortune-du_La-main-froide,1889,0,paul,4276.0,True,True,True,1139,0.24462059798993194,0.0,1.0
1889_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-I-La-lune,1889,6,jonathan farenheit,749.0,True,False,True,181,0.0757786990535947,0.05555555555555555,1.0
1889_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-II-Le-Soleil-et-les-petites-planetes,1889,3,farenheit,890.0,True,False,True,321,0.10579233463911951,0.0,1.0
1889_Mary-Jules_La-Revanche-de-Roger-la-honte_Tome-II,1889,2,célestin,1854.0,True,False,True,353,0.12843040860627303,0.08333333333333333,0.9
1890_Pont-Jest-Rene-de_Le-Fleuve-des-perles,1890,1,ming,1137.0,True,False,True,215,0.1281960848226059,0.0,1.0
1890_Zola-Emile_La-bete-humaine,1890,5,m. denizet,515.0,True,False,True,244,0.06743033827277206,0.08333333333333333,0.9
1891_Feval-Paul_La-vampire,1891,1,jean-pierre,1214.0,True,False,True,300,0.16346437969564642,0.0,1.0
1891_Huysmans-Joris-Karl_La-bas,1891,0,durtal,2670.0,True,True,True,614,0.340429180089248,0.2222222222222222,1.0
1891_Ohnet-Georges_Dette-de-haine,1891,3,bernheimer,1743.0,True,False,True,397,0.08093417905568388,0.0,1.0
1892_Lesueur-Daniel_Passion-slave,1892,4,serge krilovsky,452.0,True,False,True,188,0.07821190531667738,0.375,1.0
1893_Bourget-Paul_Cosmopolis,1893,1,dorsenne,1716.0,True,False,True,524,0.13284770529757328,0.0,1.0
1893_Courteline-Georges_Messieurs-les-ronds-de-cuir,1893,1,chavarax,467.0,True,False,True,81,0.1316896133523145,0.041666666666666664,1.0
1893_Feval-Paul-fils_les-suites-de-lagardere_6-le-duc-de-nevers,1893,4,m. hélouin,558.0,True,False,True,199,0.07529007251647953,0.125,1.0
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede,1894,0,lavarède,3042.0,True,True,True,519,0.1932159652777533,0.0,1.0
1895_Huysmans-Joris-Karl_En-Route,1895,0,durtal,6104.0,True,True,True,601,0.3807726159907857,0.0,1.0
1895_Ivoi-Paul-d-_Le-Sergent-Simplet-a-travers-les-colonies-françaises,1895,3,l' avignonnais,1368.0,True,False,True,196,0.08121479916031306,0.16666666666666666,1.0
